AgentID,Interval 1,Interval 2,Interval 3,Interval 4,Interval 5,Interval 6,Interval 7,Interval 8,Interval 9,Interval 10,Interval 11,Interval 12,Interval 13,Interval 14,Interval 15,Interval 16,Interval 17,Interval 18,Interval 19,Interval 20,Interval 21,Interval 22,Interval 23,Interval 24,Interval 25,Interval 26,Interval 27,Interval 28,Interval 29,Interval 30,Interval 31,Interval 32,Interval 33,Interval 34,Interval 35,Interval 36,Interval 37,Interval 38,Interval 39,Interval 40,Interval 41,Interval 42,Interval 43,Interval 44,Interval 45,Interval 46,Interval 47,Interval 48,Interval 49,Interval 50,Interval 51,Interval 52,Interval 53,Interval 54,Interval 55,Interval 56,Interval 57,Interval 58,Interval 59,Interval 60,Interval 61,Interval 62,Interval 63,Interval 64,Interval 65,Interval 66,Interval 67,Interval 68,Interval 69,Interval 70,Interval 71,Interval 72,Interval 73,Interval 74,Interval 75,Interval 76,Interval 77,Interval 78,Interval 79,Interval 80,Interval 81,Interval 82,Interval 83,Interval 84,Interval 85,Interval 86,Interval 87,Interval 88,Interval 89,Interval 90,Interval 91,Interval 92,Interval 93,Interval 94,Interval 95,Interval 96,Interval 97,Interval 98,Interval 99,Interval 100,Interval 101,Interval 102,Interval 103,Interval 104,Interval 105,Interval 106,Interval 107,Interval 108,Interval 109,Interval 110,Interval 111,Interval 112,Interval 113,Interval 114,Interval 115,Interval 116,Interval 117,Interval 118,Interval 119,Interval 120,Interval 121,Interval 122,Interval 123,Interval 124,Interval 125,Interval 126,Interval 127,Interval 128,Interval 129,Interval 130,Interval 131,Interval 132,Interval 133,Interval 134,Interval 135,Interval 136,Interval 137,Interval 138,Interval 139,Interval 140,Interval 141,Interval 142,Interval 143,Interval 144,Interval 145,Interval 146,Interval 147,Interval 148,Interval 149,Interval 150,Interval 151,Interval 152,Interval 153,Interval 154,Interval 155,Interval 156,Interval 157,Interval 158,Interval 159,Interval 160,Interval 161,Interval 162,Interval 163,Interval 164,Interval 165,Interval 166,Interval 167,Interval 168,Interval 169,Interval 170,Interval 171,Interval 172,Interval 173,Interval 174,Interval 175,Interval 176,Interval 177,Interval 178,Interval 179,Interval 180,Interval 181,Interval 182,Interval 183,Interval 184,Interval 185,Interval 186,Interval 187,Interval 188,Interval 189,Interval 190,Interval 191,Interval 192,Interval 193,Interval 194,Interval 195,Interval 196,Interval 197,Interval 198,Interval 199,Interval 200,Interval 201,Interval 202,Interval 203,Interval 204,Interval 205,Interval 206,Interval 207,Interval 208,Interval 209,Interval 210,Interval 211
162,1.75,1.875,1.875,2.25,1.4,1.4,1.5,1.4,1.4,1.5,1.333333,1.5,1.5,1.5,1.333333,1.333333,1.333333,1.666667,1.6,1.666667,1.75,1.75,1.75,1.666667,1.666667,1.75,1.666667,1.666667,1.5,1.666667,1.666667,1.666667,2.5,2,2,2,2,2,1.5,1.5,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,1.8,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.2,2.25,2.2,2.25,2.25,2.25,2,2.333333,2.333333,2.333333,2.333333,2.333333,2.5,2.333333,2.333333,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,2.130435,2,2,1.857143,2,1.8,1.8,2,1.5,1.666667,1.666667,1.666667,2,1.75,1.5,1.8,2.2,2,1.6,1.75,1.6,1.5,2,2,1.666667,1.666667,1.666667,1.5,1.5,1.666667,1.666667,1.666667,2.333333,2.333333,2,2.5,2.5,2.5,2,2.5,2.5,2.5,2.5,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,1.8,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.25,2.666667,2.666667,2.666667,2.666667,2.666667,2.666667,2.666667,2.666667,2.666667,2.666667,2.666667,2.666667,2.666667,2.666667,2.666667,2.666667,2.666667,2.666667,2.666667,2.666667,2.5,2.5,2.4,2.666667,2.25,2.2,2.25,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2,2,2,2,2,2,2.333333,1.833333,2,1.666667,2,2,2,2,2,2,2,1.666667,1.5,1.666667,1.5,1.5,1.5,1.4,1.5,1.5,1,1,1,1,1,1,1,2.333333,2,2,2,1,1,1,1,1.666667,1.5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,1.8,1.4,1.4,1.5,1.666667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.2,2,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.5,2.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,2,2,1.875,2,2.2,2.2,2.166667,2.166667,2.166667,2.166667,2.166667,2.142857,2.142857,2.166667,2,2,2.166667,2.166667,2.166667,2.166667,2.166667,2.166667,2.166667,2.166667,2.166667,2.4,2.166667,2.166667,2.4,2.166667,2.166667,2.166667,2.4,2,2,2,2.333333,3,3,2,1.5,1.4,1.75,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,2.0625,2,2.333333,2,2.333333,2.333333,2.25,2.2,2.333333,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.166667,2.2,2,2.2,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.2,2.5,2.5,2.5,2.666667,2.666667,2.666667,2.666667,2.5,2.5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1.857143,2,2.4,3,3,3,2,3,1.833333,2.166667,2.2,2.333333,3,3,2,2,3,2.5,3,3,3,2.333333,2.571429,2.333333,2.428571,2.222222,2.375,2.666667,2.571429,2.428571,2.333333,2.428571,2.166667,2,2.2,2.25,2.25,2.5,3,2.5,2.5,2.5,2.5,2.5,2.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,2.0625,2,2,2.142857,2.666667,2.666667,2.571429,2.6,2.285714,2.8,2.8,2.5,2.8,2.8,2.8,2.5,2.8,2.8,2.8,2.8,2.5,2.333333,2.666667,2.8,2.8,2.666667,2.833333,2.8,2.8,2.8,2.8,2.833333,2.8,2.8,2.666667,2.8,2.8,2.8,2.8,2.75,2.666667,2.666667,2,2,2.25,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,2.0625,1.4,1.4,1.666667,2,1.833333,1.833333,1.75,1.666667,2,2,2,1.666667,1.75,1.833333,1.833333,1.6,1.6,1.5,1.666667,1.8,1.8,1.833333,1.833333,1.666667,1.75,2,1.666667,1.666667,1.666667,1.666667,2,1.666667,1.75,2,2.25,2,2,2,3,2.666667,2.666667,3,2.5,1.75,1.8,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,1.8,1.6,1.6,1.666667,1.6,1.625,1.571429,1.625,1.555556,1.555556,1.6,1.6,1.6,1.666667,1.857143,1.857143,1.857143,1.857143,1.75,1.857143,1.857143,1.857143,1.857143,1.857143,1.857143,1.857143,1.857143,1.857143,1.857143,1.857143,1.857143,1.857143,1.857143,1.666667,1.571429,1.666667,2,1.5,1.5,2,2,2,2,2.5,2,1.75,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1.384615,1.5,1.666667,1.5,1.5,1.444444,1.444444,1.428571,1.444444,1.444444,1.428571,1.428571,1.5,1.5,1.75,1,1,1,1,1.666667,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.666667,1.666667,1.25,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,2.0625,2.444444,2.333333,2,2,2.125,2.125,2.142857,2,2.125,2.125,2.125,2,1.875,2,2,2,2,2,2,1.875,1.875,2,2,2,2,2,1.875,1.857143,1.875,1.875,1.875,2,2,1.714286,1.875,2,1.75,1.857143,1.857143,2,2,2.5,2,2.5,2.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1.875,2.25,2,2,2,2,2,1.666667,1.333333,1.333333,1.333333,1.333333,1.333333,1.75,1.75,1.333333,1.333333,1.333333,1.333333,1.333333,1.333333,1.333333,1.333333,1.333333,1.333333,1.333333,1.333333,1.333333,1.333333,1.333333,1.333333,1.333333,1.333333,1.333333,1.333333,1.333333,1.75,1.333333,1.25,1,1.5,1.5,1.5,1.5,2,1.8,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,2,2,2.5,2.333333,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.5,2.666667,2.666667,2.25,2.666667,2.666667,2.75,2.75,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1.875,1.333333,1.5,1.8,1.833333,1.833333,1.666667,1.8,1.5,2,2.2,2.142857,2,2,2,1.5,2,2.166667,2.166667,2,1.5,1.5,1.5,1.5,2,1.75,1.5,1.4,1.4,1.5,1.5,1.5,1.5,2,2,1.5,1.5,1.333333,1.333333,1.5,1.5,1.5,1.666667,1.5,1.5,1.75,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2,2.5,2.6,2.333333,2.333333,2,2,2.333333,2.333333,2.333333,2.333333,2.333333,2.5,2.333333,2.5,2.333333,2.333333,2,2.5,2.333333,2.333333,2.333333,2.333333,2.333333,2.5,2.5,2.5,2.333333,2.5,2.333333,2.333333,2.5,2.333333,2.333333,2.5,3,3,3,2.5,2.5,2.666667,2.25,2.666667,2.75,2.75,2.75,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,2,2.166667,2,2,1.888889,2.142857,2.142857,2.166667,2.166667,2.166667,2.166667,2.166667,2.285714,2.166667,2.166667,2,2,2.142857,2.285714,2.166667,2.166667,2.142857,2.285714,2.285714,2.25,2.142857,2.125,2.166667,2.166667,2.142857,2.166667,2.166667,2.166667,2.166667,2.166667,2.166667,2.166667,3,3,3,3,3,2.666667,2.8,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,2,2.166667,2.166667,2.166667,2.166667,2.166667,2.142857,2.142857,2.166667,2,2.166667,2,2,2.166667,2.166667,2.166667,2.166667,2.166667,2.166667,2.166667,2.166667,2,2,2,2,2,2,2,2,2,2,2,2.166667,2.166667,2.166667,3,3,3,3,2.5,2.666667,2.666667,2.666667,2.666667,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,1.8,1.8,1.571429,1.714286,1.714286,1.714286,1.714286,1.75,1.714286,1.857143,1.857143,1.857143,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.5,2.5,2.5,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,2,2.333333,2.25,2,2,2,2,2,2,2,2,2,2,1.666667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.666667,2,1,1,1,1,1,1.5,1.5,1.666667,1,1.25,1.4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,2.130435,2.5,2.5,2.5,2.5,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.5,2.5,2.333333,2.333333,2.333333,2.333333,2,2,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.5,2.5,2.5,1.5,2.2,2.5,2.25,2.5,2.5,2.5,2,2,2,1.5,1.5,2.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2.076923,2.166667,2.142857,2.125,2.222222,2.1,2.1,2.222222,2.25,2,2.166667,2.166667,2.4,2.166667,2.333333,2.2,2,2,2,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.25,2.25,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2,2,2,2.5,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,2.076923,2,2,2.333333,2,2,2.333333,2.333333,2,2,2,2.333333,2.333333,2,2,2,2.333333,2.333333,2.333333,2,2,2.333333,2.333333,2.333333,2,2.333333,2.333333,2,2.333333,2.333333,2,1.75,1.5,2.5,2.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,2,2.333333,2.222222,2.25,2.75,2.285714,2.2,2,2,2,2,2,2,2,2.2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2.5,3,3,3,2.25,2.75,2.75,2.75,2.8,2.333333,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.8,2,2,2,2,2,2,2,2,2,2.25,2.666667,2.5,2.5,2.5,2.333333,2.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,1.8,1.833333,1.833333,1.714286,1.555556,1.5,1.625,1.833333,2.5,2,2,1.8,1.8,2.166667,2.4,2.4,2.4,2.4,2.4,2,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.333333,2.4,2.4,2.4,2.4,2.5,2.5,2.666667,2,1.857143,2,2.4,3,2,3,3,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,2.230769,2.2,2.2,2.142857,2.285714,2.285714,2.285714,2.2,2.666667,2.25,2.25,3,3,3,3,2.222222,2.444444,2.444444,2.333333,2.166667,2.285714,2.285714,2.428571,2.75,2.571429,2.5,2.5,2.571429,2.5,2.571429,2.5,2.333333,2.666667,2.5,2,2,2.166667,2.5,2,2.5,2.5,2,3,3,3,3,3,2,2.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,2.076923,2.333333,2.333333,2,2.2,2.5,2.5,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2,2,2.25,2,2.333333,2.333333,2.333333,2.333333,2.5,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1.6875,1.8,1.571429,1.75,1.666667,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1.333333,2,2.333333,2,1,1.8,2.142857,2,1,1.4,1.4,1.4,1.4,1.75,2,1,1,1,1.25,1.5,1.666667,1.666667,1.666667,1,1,2,1.8,1.8,2,2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2.357143,2.2,2.166667,2.166667,2.166667,2.166667,2.166667,2,2.166667,2.125,2,2,2,2.333333,2.142857,2,1.8,1.8,1.8,1.8,2,2,2,2,2,2,2,1.8,2,2,1.8,2,2,2,1.8,1.8,1.8,1.333333,2,2,1.5,1.5,1.5,2,2,2,2,2,2,1.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,2.0625,2,2,2.666667,2.666667,2.5,2.5,2,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.333333,2.5,2.333333,2.333333,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3,3,3,2.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,2,2,2.2,2.5,2.2,2.333333,2.6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.5,2,2,2,2,2,2,2,2,2.5,2,2,2,2,2.5,2.4,2.333333,2,2,2,1.5,1.25,1.5,1.666667,2,1.75,2,1.75,1.75,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,2,1.666667,1.666667,1.5,1.5,1.5,1.5,2,1.666667,1.666667,1.666667,1.666667,2,1.666667,1.5,1.5,1.666667,1.666667,1.666667,1.666667,1.666667,1.666667,1.666667,1.666667,1.666667,2,2,1.666667,2,2,2,1.666667,1.666667,1.666667,1.666667,1.5,1.5,1.5,1.5,1.5,2,2,2.5,2.5,2.5,2,2,1.75,2.166667,1.75,1.75,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1.384615,1.285714,1.444444,1.4,1.4,1.4,1.4,1.5,1.444444,1.4,1.666667,1.6,1.333333,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2,2,2,2,2,2,2,2,2,2,1.5,1.5,2,2,2,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,2,1.8,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
